Test;M;K;N;Type;GFLOPS;Time;Iterations;Correct
Square;220;220;220;TillJIT-04.06.;0.390609;4089;75;1
Square;221;221;221;TillJIT-04.06.;0.355630;4492;74;1
Square;222;222;222;TillJIT-04.06.;0.374360;4267;73;1
Square;223;223;223;TillJIT-04.06.;0.356212;4483;72;1
Square;224;224;224;TillJIT-04.06.;0.372810;4281;71;1
Square;225;225;225;TillJIT-04.06.;0.356753;4470;70;1
Square;226;226;226;TillJIT-04.06.;0.353128;4511;69;1
Square;227;227;227;TillJIT-04.06.;0.366883;4336;68;1
Square;228;228;228;TillJIT-04.06.;0.323531;4909;67;1
Square;229;229;229;TillJIT-04.06.;0.343858;4610;66;1
Square;230;230;230;TillJIT-04.06.;0.354485;4462;65;1
Square;231;231;231;TillJIT-04.06.;0.342623;4605;64;1
Square;232;232;232;TillJIT-04.06.;0.369819;4322;64;1
Square;233;233;233;TillJIT-04.06.;0.333295;4782;63;1
Square;234;234;234;TillJIT-04.06.;0.337827;4703;62;1
Square;235;235;235;TillJIT-04.06.;0.318187;4976;61;1
Square;236;236;236;TillJIT-04.06.;0.391198;4032;60;1
Square;237;237;237;TillJIT-04.06.;0.343981;4644;60;1
Square;238;238;238;TillJIT-04.06.;0.374216;4251;59;1
Square;239;239;239;TillJIT-04.06.;0.302854;5229;58;1
